Timestamp,Latitude,Longitude,Num_Satellites,HDOP,Fix_Quality
21:31:53,-7.9404108,112.6131552,19,0.6,1
21:31:55,-7.9404108,112.6131558,20,0.6,1
21:31:57,-7.9404108,112.6131563,21,0.6,1
21:31:59,-7.9404108,112.6131567,21,0.6,1
21:32:01,-7.9404108,112.6131567,21,0.6,1
21:32:03,-7.9404103,112.6131553,21,0.6,1
21:32:05,-7.9404103,112.6131557,21,0.6,1
21:32:07,-7.94041,112.6131558,22,0.6,1
21:32:09,-7.94041,112.6131557,22,0.6,1
21:32:11,-7.9404142,112.6131393,22,0.6,1
21:32:13,-7.9404097,112.613122,22,0.6,1
21:32:15,-7.940395,112.6131098,23,0.6,1
21:32:17,-7.9403777,112.6131027,23,0.6,1
21:32:19,-7.9403623,112.6131048,23,0.6,1
21:32:21,-7.9403548,112.6131202,23,0.6,1
21:32:23,-7.9403458,112.6131345,23,0.6,1
21:32:25,-7.9403338,112.6131443,23,0.6,1
21:32:27,-7.9403232,112.6131575,23,0.6,1
21:32:29,-7.9403158,112.6131708,23,0.6,1
21:32:31,-7.9403043,112.6131795,23,0.6,1
21:32:33,-7.9402922,112.613191,23,0.6,1
21:32:35,-7.9402827,112.6132023,23,0.6,1
21:32:37,-7.9402717,112.6132157,23,0.6,1
21:32:39,-7.9402637,112.6132308,23,0.6,1
21:32:41,-7.9402525,112.6132443,23,0.6,1
21:32:43,-7.9402473,112.6132595,23,0.6,1
21:32:45,-7.9402557,112.6132727,23,0.6,1
21:32:47,-7.9402678,112.6132838,23,0.6,1
21:32:49,-7.9402808,112.6132928,23,0.6,1
21:32:51,-7.940295,112.6133002,23,0.6,1
21:32:53,-7.9403097,112.6133087,23,0.6,1
21:32:55,-7.9403238,112.6133183,23,0.6,1
21:32:57,-7.9403383,112.6133275,23,0.6,1
21:32:59,-7.9403518,112.6133382,23,0.6,1
21:33:01,-7.9403645,112.61335,23,0.6,1
21:33:03,-7.9403768,112.6133613,23,0.6,1
21:33:05,-7.9403888,112.613371,23,0.6,1
21:33:07,-7.9404028,112.6133793,23,0.6,1
21:33:09,-7.9404157,112.613391,23,0.6,1
21:33:11,-7.9404298,112.6133998,23,0.6,1
21:33:13,-7.9404443,112.6134053,23,0.6,1
21:33:15,-7.9404595,112.613411,23,0.6,1
21:33:17,-7.9404735,112.6134175,23,0.6,1
21:33:19,-7.940488,112.613423,23,0.6,1
21:33:21,-7.9405037,112.6134317,23,0.6,1
21:33:23,-7.9405198,112.613438,23,0.6,1
21:33:25,-7.9405355,112.6134467,23,0.6,1
21:33:27,-7.940551,112.613453,23,0.6,1
21:33:29,-7.9405667,112.6134617,23,0.6,1
21:33:31,-7.940578,112.6134635,23,0.6,1
21:33:33,-7.9405778,112.6134642,23,0.6,1
21:33:35,-7.9405713,112.6134647,23,0.6,1
21:33:37,-7.9405567,112.6134627,23,0.6,1
21:33:39,-7.9405437,112.6134565,23,0.6,1
21:33:41,-7.9405253,112.613448,23,0.6,1
21:33:43,-7.9405107,112.6134398,23,0.6,1
21:33:45,-7.940496,112.613431,23,0.6,1
21:33:47,-7.9404817,112.6134223,23,0.6,1
21:33:49,-7.940468,112.6134158,23,0.6,1
21:33:51,-7.9404535,112.6134095,23,0.6,1
21:33:53,-7.9404377,112.6134047,23,0.6,1
21:33:55,-7.9404217,112.6133948,23,0.6,1
21:33:57,-7.9404067,112.613385,23,0.6,1
21:33:59,-7.940406,112.6133843,23,0.6,1
21:34:01,-7.9404005,112.6133788,23,0.6,1
21:34:03,-7.9403888,112.613368,23,0.6,1
21:34:05,-7.9403755,112.6133595,23,0.6,1
21:34:07,-7.940359,112.6133515,23,0.6,1
21:34:09,-7.9403443,112.6133447,23,0.6,1
21:34:11,-7.9403315,112.6133378,23,0.6,1
21:34:13,-7.9403172,112.6133322,23,0.6,1
21:34:15,-7.9403022,112.6133245,23,0.6,1
21:34:17,-7.9402855,112.613315,23,0.6,1
21:34:19,-7.940272,112.6133075,23,0.6,1
21:34:21,-7.940268,112.6133015,23,0.6,1
21:34:23,-7.940267,112.6132998,23,0.6,1
21:34:25,-7.9402685,112.6132828,23,0.6,1
21:34:27,-7.9402745,112.6132673,23,0.6,1
21:34:29,-7.9402818,112.613248,23,0.6,1
21:34:31,-7.940287,112.613233,23,0.6,1
21:34:33,-7.9402962,112.6132188,23,0.6,1
21:34:35,-7.9403063,112.6132037,23,0.6,1
21:34:37,-7.940314,112.6131907,23,0.6,1
21:34:39,-7.940318,112.6131788,23,0.6,1
21:34:41,-7.9403208,112.6131622,23,0.6,1
21:34:43,-7.9403258,112.61315,23,0.6,1
21:34:45,-7.9403388,112.6131413,23,0.6,1
21:34:47,-7.9403522,112.6131295,23,0.6,1
21:34:49,-7.9403617,112.6131175,23,0.6,1
21:34:51,-7.9403733,112.6131188,23,0.6,1
21:34:53,-7.9403895,112.6131285,23,0.6,1
21:34:55,-7.9404013,112.6131392,23,0.6,1
21:34:57,-7.9404075,112.6131542,23,0.6,1
21:34:59,-7.9404078,112.6131653,23,0.6,1
21:35:01,-7.9404007,112.6131688,23,0.6,1
21:35:03,-7.9404,112.6131785,23,0.6,1
21:35:05,-7.9404027,112.6131803,23,0.6,1
21:35:07,-7.9404017,112.6131807,22,0.6,1
21:35:09,-7.9404017,112.613181,22,0.6,1
21:35:11,-7.9404017,112.6131808,22,0.6,1
21:35:13,-7.940402,112.6131802,22,0.6,1
21:35:15,-7.9404012,112.6131793,23,0.6,1
21:35:17,-7.9404,112.61318,23,0.6,1
21:35:19,-7.940401,112.6131795,23,0.6,1
21:35:21,-7.9404013,112.6131788,23,0.6,1
21:35:23,-7.9404017,112.6131783,23,0.6,1
21:35:25,-7.9404023,112.6131777,23,0.6,1
21:35:27,-7.9404028,112.6131772,23,0.6,1
21:35:29,-7.940403,112.6131767,23,0.6,1
21:35:31,-7.9404033,112.6131763,23,0.6,1
21:35:33,-7.9404033,112.6131762,23,0.6,1
21:35:35,-7.9404033,112.6131758,23,0.6,1
21:35:37,-7.9404033,112.6131757,23,0.6,1
21:35:39,-7.9404035,112.6131753,22,0.6,1
21:35:41,-7.9404037,112.6131752,22,0.6,1
21:35:43,-7.9404037,112.613175,22,0.6,1
21:35:45,-7.9404038,112.613175,22,0.6,1
21:35:47,-7.9404043,112.6131743,21,0.6,1
21:35:49,-7.9404047,112.6131738,22,0.6,1
21:35:51,-7.940405,112.6131735,22,0.6,1
21:35:53,-7.9404053,112.6131735,22,0.6,1
21:35:55,-7.9404055,112.6131733,22,0.6,1
21:35:57,-7.9404057,112.6131733,22,0.6,1
21:35:59,-7.9404058,112.6131732,22,0.6,1
21:36:01,-7.9404062,112.613173,22,0.6,1
21:36:03,-7.9404063,112.613173,22,0.6,1
21:36:05,-7.9404065,112.6131732,22,0.6,1
21:36:07,-7.9404067,112.6131732,21,0.6,1
21:36:09,-7.9404067,112.613173,21,0.6,1
21:36:11,-7.9404068,112.6131728,21,0.6,1
21:36:13,-7.9404042,112.6131743,21,0.6,1
21:36:15,-7.9404038,112.6131742,22,0.6,1
21:36:17,-7.9404037,112.613174,21,0.6,1
21:36:19,-7.940404,112.6131737,23,0.6,1
21:36:21,-7.9404042,112.6131735,22,0.6,1
21:36:23,-7.9404043,112.6131732,22,0.6,1
21:36:25,-7.9404047,112.6131727,22,0.6,1
21:36:27,-7.9404047,112.6131723,23,0.6,1
21:36:29,-7.9404043,112.613172,23,0.6,1
21:36:31,-7.940404,112.6131717,23,0.6,1
21:36:33,-7.9404038,112.6131715,23,0.6,1
21:36:35,-7.9404038,112.6131712,23,0.6,1
21:36:37,-7.9404037,112.613171,23,0.6,1
21:36:39,-7.940404,112.613171,23,0.6,1
21:36:41,-7.9404042,112.613171,23,0.6,1
21:36:43,-7.9404043,112.6131712,23,0.6,1
21:36:45,-7.9404045,112.6131713,23,0.6,1
21:36:47,-7.9404047,112.6131712,22,0.6,1
21:36:49,-7.9404048,112.6131712,21,0.6,1
21:36:51,-7.940405,112.613171,21,0.6,1
21:36:53,-7.9404052,112.613171,22,0.6,1
21:36:55,-7.9404055,112.6131708,22,0.6,1
21:36:57,-7.9404057,112.6131707,22,0.6,1
21:36:59,-7.9404058,112.6131705,22,0.6,1
21:37:01,-7.9404058,112.6131703,23,0.6,1
21:37:03,-7.9404063,112.61317,23,0.6,1
21:37:05,-7.9404067,112.6131698,23,0.6,1
21:37:07,-7.9404072,112.6131697,24,0.6,1
21:37:09,-7.9404078,112.6131695,24,0.6,1
21:37:11,-7.9404085,112.6131693,24,0.6,1
21:37:13,-7.940409,112.6131693,24,0.6,1
21:37:15,-7.9404097,112.6131693,23,0.6,1
21:37:17,-7.94041,112.6131695,23,0.6,1
21:37:19,-7.9404103,112.6131695,22,0.6,1
21:37:21,-7.9404107,112.6131697,22,0.6,1
21:37:23,-7.940411,112.6131697,22,0.6,1
21:37:25,-7.9404115,112.6131698,22,0.6,1
21:37:27,-7.9404117,112.6131698,22,0.6,1
21:37:29,-7.9404122,112.61317,22,0.6,1
21:37:31,-7.9404127,112.61317,23,0.6,1
21:37:33,-7.9404132,112.6131702,23,0.6,1
21:37:35,-7.9404135,112.6131702,23,0.6,1
21:37:37,-7.9404138,112.61317,23,0.6,1
21:37:39,-7.9404142,112.61317,23,0.6,1
21:37:41,-7.9404143,112.61317,23,0.6,1
21:37:43,-7.9404145,112.61317,23,0.6,1
21:37:45,-7.9404145,112.61317,22,0.6,1
21:37:47,-7.9404147,112.6131702,23,0.6,1
21:37:49,-7.9404147,112.6131703,23,0.6,1
21:37:51,-7.9404148,112.6131705,23,0.6,1
21:37:53,-7.9404152,112.6131708,23,0.6,1
21:37:55,-7.9404153,112.6131708,23,0.6,1
21:37:57,-7.9404153,112.6131708,23,0.6,1
21:37:59,-7.9404153,112.6131707,23,0.6,1
21:38:01,-7.9404152,112.6131705,23,0.6,1
21:38:03,-7.940415,112.6131703,23,0.6,1
21:38:05,-7.9404147,112.6131702,23,0.6,1
21:38:07,-7.9404145,112.6131702,23,0.6,1
21:38:09,-7.9404143,112.6131702,23,0.6,1
21:38:11,-7.940415,112.6131688,23,0.6,1
21:38:13,-7.9404147,112.6131688,23,0.6,1
21:38:15,-7.9404147,112.6131713,24,0.6,1
21:38:17,-7.9404143,112.6131715,24,0.6,1
21:38:19,-7.9404103,112.6131705,24,0.6,1
21:38:21,-7.9404085,112.6131718,24,0.6,1
21:38:23,-7.940408,112.613171,24,0.6,1
21:38:25,-7.9404057,112.6131735,24,0.6,1
21:38:27,-7.9404043,112.6131725,24,0.6,1
21:38:29,-7.9404055,112.6131722,24,0.6,1
21:38:31,-7.9404065,112.6131722,24,0.6,1
21:38:33,-7.9404073,112.6131727,24,0.6,1
21:38:35,-7.9404082,112.613173,23,0.6,1
21:38:37,-7.940409,112.6131735,23,0.6,1
21:38:39,-7.9404098,112.6131738,23,0.6,1
21:38:41,-7.9404107,112.6131742,23,0.6,1
21:38:43,-7.9404113,112.6131743,23,0.6,1
21:38:45,-7.9404118,112.6131745,23,0.6,1
21:38:47,-7.9404125,112.6131745,23,0.6,1
21:38:49,-7.940413,112.6131745,22,0.6,1
21:38:51,-7.9404138,112.6131743,22,0.6,1
21:38:53,-7.9404143,112.6131743,22,0.6,1
21:38:55,-7.9404147,112.6131743,22,0.6,1
21:38:57,-7.9404148,112.6131743,22,0.6,1
21:38:59,-7.9404152,112.6131742,23,0.6,1
21:39:01,-7.9404157,112.613174,23,0.6,1
21:39:03,-7.940416,112.6131738,23,0.6,1
21:39:05,-7.9404165,112.6131737,24,0.6,1
21:39:07,-7.940417,112.6131737,23,0.6,1
21:39:09,-7.940417,112.613174,21,0.6,1
21:39:11,-7.940417,112.6131743,22,0.6,1
21:39:13,-7.940417,112.6131748,21,0.6,1
21:39:15,-7.9404172,112.6131753,21,0.6,1
21:39:17,-7.9404173,112.6131758,21,0.6,1
21:39:19,-7.9404173,112.6131765,20,0.6,1
21:39:21,-7.9404177,112.6131767,21,0.6,1
21:39:23,-7.9404177,112.6131768,21,0.6,1
21:39:25,-7.9404177,112.6131768,22,0.6,1
21:39:27,-7.9404163,112.6131768,23,0.6,1
21:39:29,-7.9404168,112.6131765,22,0.6,1
21:39:31,-7.940416,112.6131762,22,0.6,1
21:39:33,-7.9404163,112.6131758,21,0.6,1
21:39:35,-7.940416,112.6131752,21,0.6,1
21:39:37,-7.9404137,112.6131742,21,0.6,1
21:39:39,-7.940413,112.6131743,22,0.6,1
21:39:41,-7.9404132,112.6131745,21,0.6,1
21:39:43,-7.9404132,112.6131747,21,0.6,1
21:39:45,-7.9404132,112.613175,19,0.7,1
21:39:47,-7.940413,112.6131755,19,0.7,1
21:39:49,-7.9404128,112.6131757,20,0.6,1
21:39:51,-7.9404128,112.613176,20,0.6,1
21:39:53,-7.9404127,112.613176,20,0.6,1
21:39:55,-7.9404127,112.613176,20,0.6,1
21:39:57,-7.9404127,112.613176,21,0.6,1
21:39:59,-7.9404127,112.613176,22,0.6,1
21:40:01,-7.9404127,112.6131762,22,0.6,1
21:40:03,-7.9404127,112.6131763,21,0.6,1
21:40:05,-7.9404123,112.6131763,21,0.6,1
21:40:07,-7.9404122,112.6131763,20,0.7,1
21:40:09,-7.9404115,112.6131765,19,0.7,1
21:40:11,-7.9404112,112.6131768,19,0.7,1
21:40:13,-7.9404108,112.6131768,19,0.7,1
21:40:15,-7.9404107,112.6131767,19,0.7,1
21:40:17,-7.9404103,112.6131765,20,0.6,1
21:40:19,-7.94041,112.6131767,20,0.6,1
21:40:21,-7.9404098,112.6131768,20,0.6,1
21:40:23,-7.9404095,112.6131772,20,0.6,1
21:40:25,-7.9404093,112.6131773,20,0.6,1
21:40:27,-7.940409,112.6131777,20,0.6,1
21:40:29,-7.9404087,112.613178,20,0.6,1
21:40:31,-7.9404085,112.6131783,19,0.7,1
21:40:33,-7.9404082,112.6131788,19,0.7,1
21:40:35,-7.940408,112.6131792,20,0.6,1
21:40:37,-7.9404077,112.6131795,20,0.6,1
21:40:39,-7.9404075,112.61318,21,0.6,1
21:40:41,-7.9404073,112.6131805,21,0.6,1
21:40:43,-7.9404073,112.613181,21,0.6,1
21:40:45,-7.9404073,112.6131815,21,0.6,1
21:40:47,-7.9404073,112.6131818,21,0.6,1
21:40:49,-7.9404077,112.6131822,20,0.6,1
21:40:51,-7.9404078,112.6131827,20,0.6,1
21:40:53,-7.9404082,112.613183,20,0.6,1
21:40:55,-7.9404083,112.6131833,18,0.7,1
21:40:57,-7.9404085,112.6131835,18,0.7,1
21:40:59,-7.9404087,112.6131838,18,0.7,1
21:41:01,-7.9404088,112.6131842,18,0.7,1
21:41:03,-7.9404088,112.6131845,18,0.7,1
21:41:05,-7.940409,112.613185,19,0.7,1
21:41:07,-7.9404092,112.6131855,19,0.7,1
21:41:09,-7.9404122,112.6131872,19,0.7,1
21:41:11,-7.9404118,112.613188,19,0.7,1
21:41:13,-7.9404115,112.6131888,19,0.7,1
21:41:15,-7.940411,112.6131897,19,0.7,1
21:41:17,-7.9404112,112.6131903,19,0.7,1
21:41:19,-7.9404113,112.6131908,19,0.7,1
21:41:21,-7.9404115,112.6131912,19,0.7,1
21:41:23,-7.9404117,112.6131917,19,0.7,1
21:41:25,-7.9404118,112.613192,20,0.6,1
21:41:27,-7.9404122,112.6131922,20,0.6,1
21:41:29,-7.9404123,112.6131923,20,0.6,1
21:41:31,-7.9404125,112.6131927,20,0.6,1
21:41:33,-7.9404123,112.6131933,20,0.6,1
21:41:35,-7.9404127,112.6131937,20,0.6,1
21:41:37,-7.9404127,112.6131938,19,0.7,1
21:41:39,-7.9404127,112.613194,18,0.7,1
21:41:41,-7.9404127,112.6131938,18,0.7,1
21:41:43,-7.9404127,112.6131937,19,0.7,1
21:41:45,-7.940413,112.6131938,20,0.6,1
21:41:47,-7.9404132,112.6131938,20,0.6,1
21:41:49,-7.9404135,112.6131938,20,0.6,1
21:41:51,-7.9404133,112.6131937,19,0.7,1
21:41:53,-7.9404133,112.6131937,20,0.7,1
21:41:55,-7.9404135,112.6131937,19,0.7,1
21:41:57,-7.9404137,112.6131937,19,0.7,1
21:41:59,-7.9404137,112.6131935,20,0.7,1
21:42:01,-7.9404138,112.6131935,20,0.7,1
21:42:03,-7.9404138,112.6131935,20,0.7,1
21:42:05,-7.940414,112.6131933,20,0.7,1
21:42:07,-7.940414,112.6131933,20,0.7,1
21:42:09,-7.9404142,112.6131935,20,0.7,1
21:42:11,-7.9404142,112.6131937,20,0.7,1
21:42:13,-7.9404142,112.6131938,20,0.7,1
21:42:15,-7.9404143,112.6131937,20,0.7,1
21:42:17,-7.9404142,112.6131935,19,0.7,1
21:42:19,-7.9404142,112.6131933,19,0.7,1
21:42:21,-7.9404143,112.6131932,20,0.7,1
21:42:23,-7.9404143,112.6131932,20,0.7,1
21:42:25,-7.9404145,112.6131932,20,0.7,1
21:42:27,-7.9404147,112.613193,22,0.6,1
21:42:29,-7.9404145,112.613193,21,0.6,1
21:42:31,-7.9404145,112.6131928,21,0.6,1
21:42:33,-7.9404145,112.6131927,20,0.7,1
21:42:35,-7.9404143,112.6131925,20,0.7,1
21:42:37,-7.940414,112.6131925,19,0.7,1
21:42:39,-7.9404135,112.6131925,19,0.7,1
21:42:41,-7.9404132,112.6131927,20,0.7,1
21:42:43,-7.9404127,112.6131927,19,0.7,1
21:42:45,-7.9404123,112.6131927,19,0.7,1
21:42:47,-7.9404118,112.6131928,19,0.7,1
21:42:49,-7.9404117,112.6131928,19,0.7,1
21:42:51,-7.940411,112.613194,19,0.7,1
21:42:53,-7.9404108,112.6131938,19,0.7,1
21:42:55,-7.9404107,112.6131937,19,0.7,1
21:42:57,-7.9404105,112.6131937,19,0.7,1
21:42:59,-7.9404103,112.6131937,19,0.7,1
21:43:01,-7.9404103,112.6131937,19,0.7,1
21:43:03,-7.9404102,112.6131935,19,0.7,1
21:43:05,-7.9404098,112.6131933,19,0.7,1
21:43:07,-7.9404098,112.6131932,19,0.7,1
21:43:09,-7.9404097,112.6131928,19,0.7,1
21:43:11,-7.9404098,112.6131925,19,0.7,1
21:43:13,-7.9404098,112.6131925,19,0.7,1
21:43:15,-7.9404102,112.6131922,19,0.7,1
21:43:17,-7.9404103,112.613192,19,0.7,1
21:43:19,-7.9404105,112.6131918,19,0.7,1
21:43:21,-7.9404107,112.6131917,20,0.6,1
21:43:23,-7.940411,112.6131915,20,0.6,1
21:43:25,-7.9404112,112.6131915,20,0.6,1
21:43:27,-7.9404115,112.6131913,19,0.7,1
21:43:29,-7.9404118,112.6131913,19,0.7,1
21:43:31,-7.940412,112.6131912,19,0.7,1
21:43:33,-7.9404122,112.6131912,19,0.7,1
21:43:35,-7.9404122,112.6131912,18,0.7,1
21:43:37,-7.9404122,112.6131913,17,0.7,1
21:43:39,-7.9404123,112.6131913,17,0.7,1
21:43:41,-7.940413,112.6131962,18,0.7,1
21:43:43,-7.9404135,112.6131963,18,0.7,1
21:43:45,-7.9404135,112.6131965,17,0.7,1
21:43:47,-7.9404135,112.6131967,18,0.7,1
21:43:49,-7.9404137,112.6131968,18,0.7,1
21:43:51,-7.9404138,112.613197,17,0.7,1
21:43:53,-7.9404138,112.6131972,17,0.7,1
21:43:55,-7.940414,112.6131973,18,0.7,1
21:43:57,-7.9404142,112.6131977,17,0.7,1
21:43:59,-7.9404143,112.6131978,18,0.7,1
21:44:01,-7.9404145,112.6131978,18,0.7,1
21:44:03,-7.9404147,112.613198,19,0.6,1
21:44:05,-7.9404147,112.6131977,19,0.6,1
21:44:07,-7.9404147,112.6131972,18,0.7,1
21:44:09,-7.9404147,112.6131968,18,0.7,1
21:44:11,-7.9404148,112.6131963,18,0.7,1
21:44:13,-7.940415,112.6131962,19,0.6,1
21:44:15,-7.9404152,112.6131958,19,0.6,1
21:44:17,-7.9404153,112.6131957,19,0.6,1
21:44:19,-7.9404157,112.6131955,19,0.6,1
21:44:21,-7.9404158,112.6131952,18,0.7,1
21:44:23,-7.9404162,112.6131948,17,0.8,1
21:44:25,-7.9404162,112.6131945,17,0.8,1
21:44:27,-7.9404163,112.6131942,17,0.8,1
21:44:29,-7.9404163,112.6131937,17,0.8,1
21:44:31,-7.9404165,112.6131933,17,0.8,1
21:44:33,-7.9404167,112.6131933,17,0.8,1
21:44:35,-7.9404165,112.6131932,17,0.8,1
21:44:37,-7.9404235,112.6132003,17,0.8,1
21:44:39,-7.9404285,112.6132057,16,0.8,1
21:44:41,-7.9404282,112.6132053,17,0.8,1
21:44:43,-7.9404245,112.6131997,16,0.8,1
21:44:45,-7.9404242,112.6132,16,0.8,1
21:44:47,-7.9404243,112.6132,17,0.7,1
21:44:49,-7.9404243,112.6132,17,0.7,1
21:44:51,-7.9404242,112.6131997,18,0.7,1
21:44:53,-7.9404242,112.6131995,18,0.7,1
21:44:55,-7.9404242,112.613199,18,0.7,1
21:44:57,-7.9404242,112.6131988,19,0.7,1
21:44:59,-7.9404242,112.6131985,18,0.7,1
21:45:01,-7.9404242,112.6131983,17,0.8,1
21:45:03,-7.9404242,112.6131985,17,0.8,1
21:45:05,-7.9404242,112.6131985,17,0.8,1
21:45:07,-7.9404242,112.6131985,17,0.8,1
21:45:09,-7.9404242,112.6131985,16,0.8,1
21:45:11,-7.9404242,112.6131987,16,0.8,1
21:45:13,-7.9404242,112.6131988,16,0.8,1
21:45:15,-7.9404242,112.6131988,18,0.7,1
21:45:17,-7.9404242,112.6131988,18,0.7,1
21:45:19,-7.9404245,112.6131988,18,0.7,1
21:45:21,-7.9404247,112.613199,19,0.7,1
21:45:23,-7.9404235,112.613198,19,0.7,1
21:45:25,-7.9404235,112.613198,19,0.7,1
21:45:27,-7.9404237,112.613198,21,0.6,1
21:45:29,-7.9404238,112.613198,20,0.6,1
21:45:31,-7.9404238,112.613198,20,0.6,1
21:45:33,-7.9404238,112.613198,20,0.6,1
21:45:35,-7.9404238,112.613198,20,0.6,1
21:45:37,-7.9404238,112.613198,20,0.6,1
21:45:39,-7.940424,112.613198,21,0.6,1
21:45:41,-7.9404238,112.613198,21,0.6,1
21:45:43,-7.9404238,112.6131982,21,0.6,1
21:45:45,-7.9404237,112.6131982,21,0.6,1
21:45:47,-7.9404237,112.6131982,20,0.7,1
21:45:49,-7.9404238,112.6131982,20,0.7,1
21:45:51,-7.9404242,112.613198,20,0.7,1
21:45:53,-7.9404242,112.6131978,20,0.7,1
21:45:55,-7.940424,112.6131977,22,0.6,1
21:45:57,-7.940424,112.6131977,22,0.6,1
21:45:59,-7.940424,112.6131977,22,0.6,1
21:46:01,-7.940424,112.6131977,21,0.6,1
21:46:03,-7.940424,112.6131975,20,0.7,1
21:46:05,-7.9404242,112.6131975,20,0.7,1
21:46:07,-7.940424,112.6131975,20,0.7,1
21:46:09,-7.940424,112.6131975,20,0.7,1
21:46:11,-7.940424,112.6131977,21,0.6,1
21:46:13,-7.9404242,112.6131977,22,0.6,1
21:46:15,-7.9404242,112.6131977,22,0.6,1
21:46:17,-7.9404243,112.6131978,22,0.6,1
21:46:19,-7.9404243,112.6131978,20,0.7,1
21:46:21,-7.9404243,112.613198,20,0.7,1
21:46:23,-7.9404243,112.613198,20,0.7,1
21:46:25,-7.9404242,112.6131978,19,0.7,1
21:46:27,-7.9404238,112.6131977,19,0.7,1
21:46:29,-7.9404237,112.6131975,20,0.7,1
21:46:31,-7.9404237,112.6131973,20,0.7,1
21:46:33,-7.9404235,112.6131972,20,0.7,1
21:46:35,-7.9404235,112.6131973,22,0.6,1
21:46:37,-7.9404235,112.6131972,22,0.6,1
21:46:39,-7.9404235,112.6131972,22,0.6,1
21:46:41,-7.9404237,112.6131972,21,0.7,1
21:46:43,-7.9404238,112.6131972,21,0.7,1
21:46:45,-7.9404238,112.613197,20,0.7,1
21:46:47,-7.940424,112.613197,20,0.7,1
21:46:49,-7.940424,112.613197,20,0.7,1
21:46:51,-7.9404242,112.613197,20,0.7,1
